First user source / medium,Landing page,Total users,% Δ,Add to carts,% Δ,Sessions,% Δ
google / organic,/blog/cont-topbet,1,-0.5,0,,1,-0.5
google / organic,/blog/conticazino-bonus-aniversar,1,0,0,,1,0
google / organic,/blog/conticazino-contact,2,,0,,2,
google / organic,/blog/cum-deschizi-o-sala-de-jocuri-de-noroc,14,0.16666666666666666,0,,16,0.3333333333333333
google / organic,/blog/cum-sa-castigi-la-pacanele,4,-0.3333333333333333,0,,4,-0.5
google / organic,/blog/cum-sa-scapi-de-ghinion,6,-0.14285714285714285,0,,6,-0.14285714285714285
google / organic,/blog/curiozitati-noroc,2,,0,,2,
google / organic,/blog/depunere-888-retrageri,1,,0,,1,
google / organic,/blog/depunere-bet7-retragere,3,0,0,,3,0
google / organic,/blog/depunere-betano-retrageri,2,1,0,,2,1
google / organic,/blog/depunere-bilion-retragere,1,,0,,2,
google / organic,/blog/depunere-don-casino-retragere,3,,0,,3,
google / organic,/blog/depunere-elite-slots-retragere,2,1,0,,2,1
google / organic,/blog/depunere-gets-bet,1,,0,,1,
google / organic,/blog/depunere-hot-spins-retragere,1,,0,,1,
google / organic,/blog/depunere-las-vegas-retragere,5,,0,,6,
google / organic,/blog/depunere-luck-retragere,2,,0,,3,
google / organic,/blog/depunere-lucky-seven-retragere,1,,0,,1,
google / organic,/blog/depunere-maxbet-retrageri,5,0,0,,5,0
google / organic,/blog/depunere-million-casino-retragere,2,,0,,2,
google / organic,/blog/depunere-mr-play-retragere,2,0,0,,2,0
google / organic,/blog/depunere-netbet-retrageri,2,0,0,,2,0
google / organic,/blog/depunere-one-casino-retragere,1,,0,,1,
google / organic,/blog/depunere-playgg-retragere,2,,0,,2,
google / organic,/blog/depunere-princess-casino-retrageri,1,0,0,,1,0
google / organic,/blog/depunere-retragere-prowin-casino,1,0,0,-1,1,-0.5
google / organic,/blog/depunere-retragere-win2,1,-0.5,0,,1,-0.8333333333333334
google / organic,/blog/depunere-royal-slots-retragere,2,,0,,2,
google / organic,/blog/depunere-swiper-casino-retragere,1,,0,,1,
google / organic,/blog/depunere-topbet-retragere,2,0,0,,2,0
google / organic,/blog/depunere-toto-gaming-retragere,1,0,0,,1,0
google / organic,/blog/depunere-unibet-retrageri,1,-0.5,0,,1,-0.5
google / organic,/blog/depunere-victory-bet-retragere,1,-0.5,0,,1,-0.5
google / organic,/blog/depunere-winner-retragere,2,1,0,,2,1
google / organic,/blog/depuneri-retrageri-betfair,1,,0,,1,
google / organic,/blog/don-casino-bonus-bun-venit,1,,0,,1,
google / organic,/blog/don-casino-vip,1,,0,,1,
google / organic,/blog/echipe-de-fotbal-anglia,4,3,0,,4,3
google / organic,/blog/echipe-de-fotbal-spania,1,0,0,,1,0
google / organic,/blog/efbet-bonus-fara-depunere,2,,0,,2,
google / organic,/blog/excelbet-agentii,3,,0,,3,
google / organic,/blog/excelbet-pariuri-sportive,1,0,0,,1,0
google / organic,/blog/favbet-jocuri,2,,0,,2,
google / organic,/blog/filme-despre-epidemii,1,,0,,1,
google / organic,/blog/fortuna-loto,1,,0,,1,
google / organic,/blog/fortuna-palace-bonus-fara-depunere,10,-0.5,0,-1,10,-0.5238095238095238
google / organic,/blog/frank-casino-bonus-fara-depunere,1,0,0,-1,1,-0.5
google / organic,/blog/getsbet-agentii,4,-0.3333333333333333,0,-1,4,-0.3333333333333333
google / organic,/blog/ghicitul-in-carti,1,,0,,1,
google / organic,/blog/ghid-inregistrare-betano,1,0,0,,1,0
google / organic,/blog/ghid-inregistrare-maxbet,2,1,0,,2,1
google / organic,/blog/ghid-inregistrare-netbet,1,,0,,1,
google / organic,/blog/ghid-inregistrare-player-casino,1,,0,,1,
google / organic,/blog/ghid-inregistrare-publicwin,1,,0,,1,
google / organic,/blog/ghid-inregistrare-winbet,1,,0,,1,
google / organic,/blog/ghid-superbet-inregistrare,1,0,0,-1,1,0
google / organic,/blog/glume-pacanele,2,0,0,,2,0
google / organic,/blog/happy-hour-winboss,1,,0,,1,
google / organic,/blog/hot-spins-bonus-fara-depunere,7,-0.2222222222222222,0,-1,8,-0.1111111111111111
google / organic,/blog/iarina-mateescu,1,,0,,1,
google / organic,/blog/idei-jocuri-de-carti,1,,0,,1,
google / organic,/blog/impozit-jocuri-noroc,1,0,0,,1,-0.5
google / organic,/blog/inchidere-cont-las-vegas,1,,0,,3,
google / organic,/blog/inregistrare-las-vegas-casino,1,,0,,1,
google / organic,/blog/inregistrare-manhattan-casino,2,-0.8,0,-1,2,-0.8181818181818182
google / organic,/blog/inregistrare-one-casino,1,-0.5,0,,1,-0.5
google / organic,/blog/joc-responsabil-888,1,0,0,,1,0
google / organic,/blog/joc-responsabil-betano,2,,0,,2,
google / organic,/blog/joc-responsabil-maxbet,2,,0,,2,
google / organic,/blog/joc-responsabil-mr-bit,3,2,0,,3,2
